Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D12FE134117;2017-09-29T00:23:27Z;13259500
EMUASA-MURCIA;D12FE134117;2017-09-29T01:23:27Z;13261470
EMUASA-MURCIA;D12FE134117;2017-09-29T02:23:30Z;13264760
EMUASA-MURCIA;D12FE134117;2017-09-29T03:23:30Z;13268430
EMUASA-MURCIA;D12FE134117;2017-09-29T04:23:30Z;13273180
EMUASA-MURCIA;D12FE134117;2017-09-29T05:23:30Z;13276280
EMUASA-MURCIA;D12FE134117;2017-09-29T06:23:33Z;13276280
EMUASA-MURCIA;D12FE134117;2017-09-29T07:23:33Z;13276290
EMUASA-MURCIA;D12FE134117;2017-09-29T08:23:33Z;13276310
EMUASA-MURCIA;D12FE134117;2017-09-29T09:23:33Z;13276330
EMUASA-MURCIA;D12FE134117;2017-09-29T10:23:29Z;13276340
EMUASA-MURCIA;D12FE134117;2017-09-29T11:23:29Z;13276360
EMUASA-MURCIA;D12FE134117;2017-09-29T12:23:29Z;13276380
EMUASA-MURCIA;D12FE134117;2017-09-29T13:23:29Z;13276400
EMUASA-MURCIA;D12FE134117;2017-09-29T14:23:39Z;13276420
EMUASA-MURCIA;D12FE134117;2017-09-29T15:23:39Z;13276440
EMUASA-MURCIA;D12FE134117;2017-09-29T16:23:39Z;13276460
EMUASA-MURCIA;D12FE134117;2017-09-29T17:23:39Z;13276470
EMUASA-MURCIA;D12FE134117;2017-09-29T18:23:43Z;13276490
EMUASA-MURCIA;D12FE134117;2017-09-29T19:23:43Z;13276510
EMUASA-MURCIA;D12FE134117;2017-09-29T20:23:43Z;13276530
EMUASA-MURCIA;D12FE134117;2017-09-29T21:23:43Z;13276540
EMUASA-MURCIA;D12FE134117;2017-09-29T22:23:28Z;13276560
EMUASA-MURCIA;D12FE134117;2017-09-29T23:23:28Z;13276580
EMUASA-MURCIA;D12FE134117;2017-09-30T00:23:28Z;13277040
EMUASA-MURCIA;D12FE134117;2017-09-30T01:23:28Z;13278930
EMUASA-MURCIA;D12FE134117;2017-09-30T02:23:31Z;13282140
EMUASA-MURCIA;D12FE134117;2017-09-30T03:23:31Z;13285810
EMUASA-MURCIA;D12FE134117;2017-09-30T04:23:31Z;13290740
EMUASA-MURCIA;D12FE134117;2017-09-30T05:23:31Z;13293990
EMUASA-MURCIA;D12FE134117;2017-09-30T06:23:32Z;13293990
EMUASA-MURCIA;D12FE134117;2017-09-30T07:23:32Z;13293990
