Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;J19OA209084G;2020-01-13T08:45:26Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T09:45:26Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T10:45:26Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T11:45:26Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T12:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T13:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T14:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T15:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T16:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T17:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T18:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T19:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T20:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T21:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T22:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-13T23:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T00:45:16Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T01:45:16Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T02:45:16Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T03:45:16Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T04:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T05:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T06:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T07:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T08:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T09:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T10:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T11:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T12:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T13:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T14:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T15:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T16:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T17:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T18:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T19:45:30Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T20:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T21:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T22:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-14T23:45:18Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T00:45:21Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T01:45:21Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T02:45:21Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T03:45:21Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T04:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T05:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T06:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T07:45:31Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T08:45:23Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T09:45:23Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T10:45:23Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T11:45:23Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T12:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T13:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T14:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T15:45:24Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T16:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T17:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T18:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T19:45:27Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T20:45:20Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T21:45:20Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T22:45:20Z;65
EMUASA-MURCIA;J19OA209084G;2020-01-15T23:45:20Z;65
