Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D13XG002974;2017-09-29T00:09:44Z;24727360
EMUASA-MURCIA;D13XG002974;2017-09-29T01:09:44Z;24727360
EMUASA-MURCIA;D13XG002974;2017-09-29T02:09:44Z;24727360
EMUASA-MURCIA;D13XG002974;2017-09-29T03:09:47Z;24727360
EMUASA-MURCIA;D13XG002974;2017-09-29T04:09:47Z;24727360
EMUASA-MURCIA;D13XG002974;2017-09-29T05:09:47Z;24728380
EMUASA-MURCIA;D13XG002974;2017-09-29T06:09:47Z;24728920
EMUASA-MURCIA;D13XG002974;2017-09-29T07:09:43Z;24729460
EMUASA-MURCIA;D13XG002974;2017-09-29T08:09:43Z;24729460
EMUASA-MURCIA;D13XG002974;2017-09-29T09:09:43Z;24729460
EMUASA-MURCIA;D13XG002974;2017-09-29T10:09:43Z;24729460
EMUASA-MURCIA;D13XG002974;2017-09-29T11:09:44Z;24729450
EMUASA-MURCIA;D13XG002974;2017-09-29T12:09:44Z;24729450
EMUASA-MURCIA;D13XG002974;2017-09-29T13:09:44Z;24729450
EMUASA-MURCIA;D13XG002974;2017-09-29T14:09:44Z;24729440
EMUASA-MURCIA;D13XG002974;2017-09-29T15:09:43Z;24729440
EMUASA-MURCIA;D13XG002974;2017-09-29T16:09:43Z;24729430
EMUASA-MURCIA;D13XG002974;2017-09-29T17:09:43Z;24729430
EMUASA-MURCIA;D13XG002974;2017-09-29T18:09:43Z;24729430
EMUASA-MURCIA;D13XG002974;2017-09-29T19:09:43Z;24729430
EMUASA-MURCIA;D13XG002974;2017-09-29T20:09:43Z;24729430
EMUASA-MURCIA;D13XG002974;2017-09-29T21:09:43Z;24729420
EMUASA-MURCIA;D13XG002974;2017-09-29T22:09:43Z;24729420
EMUASA-MURCIA;D13XG002974;2017-09-29T23:09:44Z;24729410
EMUASA-MURCIA;D13XG002974;2017-09-30T00:09:44Z;24729410
EMUASA-MURCIA;D13XG002974;2017-09-30T01:09:44Z;24729410
EMUASA-MURCIA;D13XG002974;2017-09-30T02:09:44Z;24729410
EMUASA-MURCIA;D13XG002974;2017-09-30T07:09:46Z;24729410
EMUASA-MURCIA;D13XG002974;2017-09-30T08:09:46Z;24729410
