Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;J20OA170432G;2021-01-04T08:37:34Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T09:37:34Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T10:37:34Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T11:37:34Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T12:37:26Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T13:37:26Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T14:37:26Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T15:37:26Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T16:37:27Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T17:37:27Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T18:37:27Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T19:37:27Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T20:37:41Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T21:37:41Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T22:37:41Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-04T23:37:41Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T00:37:37Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T01:37:37Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T02:37:37Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T03:37:37Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T04:37:31Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T05:37:31Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T06:37:31Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T07:37:31Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T08:37:32Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T09:37:32Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T10:37:32Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T11:37:32Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T12:37:39Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T13:37:39Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T14:37:39Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T15:37:39Z;120
EMUASA-MURCIA;J20OA170432G;2021-01-05T16:37:31Z;120
