Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D12FE130116;2017-09-29T00:22:58Z;3064310
EMUASA-MURCIA;D12FE130116;2017-09-29T09:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T10:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T11:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T12:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T17:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T18:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T19:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T20:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T21:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T22:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-29T23:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T00:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T01:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T02:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T03:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T04:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T09:22:53Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T10:22:53Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T11:22:53Z;3070230
EMUASA-MURCIA;D12FE130116;2017-09-30T12:22:53Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T05:22:52Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T06:22:52Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T07:22:52Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T08:22:52Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T17:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T18:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T19:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-01T20:22:57Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T13:22:50Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T14:22:50Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T15:22:50Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T16:22:50Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T21:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T22:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-02T23:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-03T00:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-03T09:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-03T10:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-03T11:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-03T12:22:54Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T01:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T02:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T03:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T04:22:56Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T05:22:49Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T06:22:49Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T07:22:49Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T08:22:49Z;3070230
EMUASA-MURCIA;D12FE130116;2017-10-04T13:22:49Z;3071810
EMUASA-MURCIA;D12FE130116;2017-10-04T14:22:49Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-04T15:22:49Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-04T16:22:49Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-04T21:22:54Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-04T22:22:54Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-04T23:22:54Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T00:22:54Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T01:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T02:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T03:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T04:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T13:22:48Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T14:22:48Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T15:22:48Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T16:22:48Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T17:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T18:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T19:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T20:22:58Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T21:22:55Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T22:22:55Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-05T23:22:55Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T00:22:55Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T01:22:56Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T02:22:56Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T03:22:56Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T04:22:56Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T09:22:52Z;3073150
EMUASA-MURCIA;D12FE130116;2017-10-06T10:22:52Z;3073150
